ensembl_gene_id	btaurus_homolog_ensembl_gene	ggallus_homolog_ensembl_gene	ggorilla_homolog_ensembl_gene	hsapiens_homolog_ensembl_gene	mdomestica_homolog_ensembl_gene	mmulatta_homolog_ensembl_gene	oanatinus_homolog_ensembl_gene	pabelii_homolog_ensembl_gene	ppaniscus_homolog_ensembl_gene	ptroglodytes_homolog_ensembl_gene	rnorvegicus_homolog_ensembl_gene
ENSMUSG00000022043	ENSBTAG00000009958	ENSGALG00000016595	ENSGGOG00000010652	ENSG00000104228	ENSMODG00000015914	ENSMMUG00000010092	ENSOANG00000011269	ENSPPYG00000018461	ENSPPAG00000038841	ENSPTRG00000020103	ENSRNOG00000009449
ENSMUSG00000022044	ENSBTAG00000017627	ENSGALG00000030929	ENSGGOG00000003341	ENSG00000015592	ENSMODG00000015911	ENSMMUG00000018670	ENSOANG00000011270	ENSPPYG00000018460	ENSPPAG00000043385	ENSPTRG00000020102	ENSRNOG00000053334
ENSMUSG00000022048	ENSBTAG00000018373	ENSGALG00000000227	ENSGGOG00000000194	ENSG00000092964	ENSMODG00000016680	ENSMMUG00000012718	ENSOANG00000029855	ENSPPYG00000018458	ENSPPAG00000035831	ENSPTRG00000020099	ENSRNOG00000009625
ENSMUSG00000022051	ENSBTAG00000021307	ENSGALG00000043405	ENSGGOG00000041240	ENSG00000104765	ENSMODG00000016685	ENSMMUG00000023646	ENSOANG00000012138	ENSPPYG00000018456	ENSPPAG00000036943	ENSPTRG00000020097	ENSRNOG00000009820
ENSMUSG00000022052	ENSBTAG00000018317	ENSGALG00000000235	ENSGGOG00000011500	ENSG00000221914	ENSMODG00000016691	ENSMMUG00000041905	ENSOANG00000012617	ENSPPYG00000018455	ENSPPAG00000035123	ENSPTRG00000042450	ENSRNOG00000011158
ENSMUSG00000022053		ENSGALG00000000242	ENSGGOG00000001585	ENSG00000221818	ENSMODG00000016702	ENSMMUG00000005760	ENSOANG00000004212	ENSPPYG00000018454	ENSPPAG00000030675	ENSPTRG00000003058	ENSRNOG00000011548
ENSMUSG00000022054	ENSBTAG00000039530	ENSGALG00000000317			ENSMODG00000016740		ENSOANG00000009795	ENSPPYG00000018448			
ENSMUSG00000022055	ENSBTAG00000021949	ENSGALG00000000314	ENSGGOG00000001429	ENSG00000277586	ENSMODG00000016731	ENSMMUG00000003348	ENSOANG00000009794	ENSPPYG00000018449	ENSPPAG00000039333	ENSPTRG00000045792	ENSRNOG00000013658
ENSMUSG00000022056	ENSBTAG00000039171		ENSGGOG00000001012	ENSG00000069206	ENSMODG00000016755	ENSMMUG00000007909	ENSOANG00000008021	ENSPPYG00000018447	ENSPPAG00000042630	ENSPTRG00000020086	ENSRNOG00000014054
ENSMUSG00000022057	ENSBTAG00000001125		ENSGGOG00000001215	ENSG00000134028	ENSMODG00000016762	ENSMMUG00000005318		ENSPPYG00000018446	ENSPPAG00000038047	ENSPTRG00000020085	ENSRNOG00000030724
ENSMUSG00000022061	ENSBTAG00000001221	ENSGALG00000030601	ENSGGOG00000041851	ENSG00000167034	ENSMODG00000016789	ENSMMUG00000009796	ENSOANG00000008027	ENSPPYG00000018442	ENSPPAG00000027435	ENSPTRG00000020081	ENSRNOG00000015477
ENSMUSG00000022064	ENSBTAG00000019895	ENSGALG00000016929	ENSGGOG00000011491	ENSG00000083535	ENSMODG00000000851	ENSMMUG00000002533	ENSOANG00000021826	ENSPPYG00000005414	ENSPPAG00000031918	ENSPTRG00000005927	ENSRNOG00000009208
ENSMUSG00000022070	ENSBTAG00000019886	ENSGALG00000016931	ENSGGOG00000004468	ENSG00000136122	ENSMODG00000000189	ENSMMUG00000000784	ENSOANG00000010025	ENSPPYG00000005411	ENSPPAG00000034869	ENSPTRG00000005925	ENSRNOG00000024798
ENSMUSG00000022074											ENSRNOG00000038483
ENSMUSG00000022075		ENSGALG00000034020	ENSGGOG00000036689	ENSG00000008853	ENSMODG00000009229	ENSMMUG00000007540	ENSOANG00000013874	ENSPPYG00000018430	ENSPPAG00000030792	ENSPTRG00000020069	ENSRNOG00000017373
ENSMUSG00000022076	ENSBTAG00000008647	ENSGALG00000016907	ENSGGOG00000015147	ENSG00000150361	ENSMODG00000000124	ENSMMUG00000019967		ENSPPYG00000005408	ENSPPAG00000034739	ENSPTRG00000005923	ENSRNOG00000031100
ENSMUSG00000022085	ENSBTAG00000015416		ENSGGOG00000002433	ENSG00000134020	ENSMODG00000009235	ENSMMUG00000018345	ENSOANG00000031292	ENSPPYG00000018429	ENSPPAG00000042228	ENSPTRG00000020068	
ENSMUSG00000022089	ENSBTAG00000005470		ENSGGOG00000002428	ENSG00000147439	ENSMODG00000009297	ENSMMUG00000021994	ENSOANG00000009828	ENSPPYG00000018427	ENSPPAG00000028325	ENSPTRG00000020066	ENSRNOG00000018023
ENSMUSG00000022090	ENSBTAG00000007369		ENSGGOG00000002417	ENSG00000120913	ENSMODG00000009355	ENSMMUG00000018520	ENSOANG00000010783	ENSPPYG00000018424	ENSPPAG00000037870	ENSPTRG00000020062	ENSRNOG00000008543
ENSMUSG00000022091	ENSBTAG00000014401		ENSGGOG00000002413	ENSG00000120896	ENSMODG00000009368	ENSMMUG00000014445	ENSOANG00000010782	ENSPPYG00000018423	ENSPPAG00000031630	ENSPTRG00000020061	ENSRNOG00000008829
ENSMUSG00000022092	ENSBTAG00000020133	ENSGALG00000041413	ENSGGOG00000012671	ENSG00000120910	ENSMODG00000009426	ENSMMUG00000014442	ENSOANG00000010781	ENSPPYG00000018422	ENSPPAG00000034859	ENSPTRG00000020059	ENSRNOG00000009745
ENSMUSG00000022094	ENSBTAG00000019225	ENSGALG00000033989	ENSGGOG00000003765	ENSG00000104635	ENSMODG00000009443	ENSMMUG00000017713		ENSPPYG00000018421	ENSPPAG00000002345	ENSPTRG00000020058	ENSRNOG00000009832
ENSMUSG00000022095	ENSBTAG00000014361		ENSGGOG00000004475	ENSG00000158863	ENSMODG00000009642	ENSMMUG00000013017	ENSOANG00000007141	ENSPPYG00000018411	ENSPPAG00000044138	ENSPTRG00000020048	ENSRNOG00000012014
ENSMUSG00000022096	ENSBTAG00000012036		ENSGGOG00000004484	ENSG00000168453	ENSMODG00000009614	ENSMMUG00000013022	ENSOANG00000001145	ENSPPYG00000018413	ENSPPAG00000032662	ENSPTRG00000020050	ENSRNOG00000011427
ENSMUSG00000022097	ENSBTAG00000012560			ENSG00000168484	ENSMODG00000009553	ENSMMUG00000013029		ENSPPYG00000018416	ENSPPAG00000039784	ENSPTRG00000020053	ENSRNOG00000011177
ENSMUSG00000022098	ENSBTAG00000000917		ENSGGOG00000038669	ENSG00000168487	ENSMODG00000009540	ENSMMUG00000013031	ENSOANG00000029573		ENSPPAG00000020298	ENSPTRG00000020054	ENSRNOG00000010890
ENSMUSG00000022099	ENSBTAG00000045887	ENSGALG00000040807	ENSGGOG00000002742	ENSG00000158856	ENSMODG00000009660	ENSMMUG00000005870	ENSOANG00000021302	ENSPPYG00000018410	ENSPPAG00000041277	ENSPTRG00000020047	ENSRNOG00000012273
ENSMUSG00000022100	ENSBTAG00000047628	ENSGALG00000001838	ENSGGOG00000014954	ENSG00000130227	ENSMODG00000009741	ENSMMUG00000002032	ENSOANG00000013334	ENSPPYG00000018407	ENSPPAG00000028443	ENSPTRG00000020044	ENSRNOG00000013288
ENSMUSG00000022101	ENSBTAG00000046951		ENSGGOG00000007066	ENSG00000158815	ENSMODG00000009670		ENSOANG00000001339	ENSPPYG00000018409	ENSPPAG00000042990	ENSPTRG00000020046	ENSRNOG00000012912
ENSMUSG00000022102	ENSBTAG00000003341	ENSGALG00000026250	ENSGGOG00000000207	ENSG00000147443	ENSMODG00000009747	ENSMMUG00000023464	ENSOANG00000013185	ENSPPYG00000018406	ENSPPAG00000039262	ENSPTRG00000020043	ENSRNOG00000013922
ENSMUSG00000022103	ENSBTAG00000020665	ENSGALG00000032856	ENSGGOG00000013737	ENSG00000168546	ENSMODG00000009785	ENSMMUG00000023361	ENSOANG00000013182	ENSPPYG00000018405	ENSPPAG00000004816	ENSPTRG00000020042	ENSRNOG00000014010
ENSMUSG00000022105	ENSBTAG00000006640	ENSGALG00000016997	ENSGGOG00000016440	ENSG00000139687	ENSMODG00000011168	ENSMMUG00000007891		ENSPPYG00000005357	ENSPPAG00000002165	ENSPTRG00000005864	ENSRNOG00000016029
ENSMUSG00000022106	ENSBTAG00000006647	ENSGALG00000017000	ENSGGOG00000004291	ENSG00000136161	ENSMODG00000011140	ENSMMUG00000017688	ENSOANG00000015554	ENSPPYG00000005361	ENSPPAG00000038976	ENSPTRG00000005866	ENSRNOG00000015054
ENSMUSG00000022108	ENSBTAG00000003109	ENSGALG00000016996	ENSGGOG00000006744	ENSG00000136156	ENSMODG00000011189	ENSMMUG00000007888	ENSOANG00000015558	ENSPPYG00000005356	ENSPPAG00000040476	ENSPTRG00000005863	ENSRNOG00000016271
ENSMUSG00000022109	ENSBTAG00000019502	ENSGALG00000016995	ENSGGOG00000014132	ENSG00000136146	ENSMODG00000011210	ENSMMUG00000017988	ENSOANG00000015560	ENSPPYG00000005354	ENSPPAG00000038697	ENSPTRG00000005861	ENSRNOG00000017170
ENSMUSG00000022110	ENSBTAG00000006759	ENSGALG00000016993		ENSG00000136143			ENSOANG00000015563	ENSPPYG00000005352			ENSRNOG00000017481
ENSMUSG00000022112	ENSBTAG00000008708	ENSGALG00000016902	ENSGGOG00000015066	ENSG00000179399	ENSMODG00000009418	ENSMMUG00000011376	ENSOANG00000014924	ENSPPYG00000005441	ENSPPAG00000028689	ENSPTRG00000005961	
ENSMUSG00000022113	ENSBTAG00000019651		ENSGGOG00000006874	ENSG00000183718		ENSMMUG00000007598		ENSPPYG00000019941	ENSPPAG00000033364	ENSPTRG00000029935	ENSRNOG00000024509
ENSMUSG00000022114	ENSBTAG00000001774	ENSGALG00000016906	ENSGGOG00000011148	ENSG00000136158	ENSMODG00000001592	ENSMMUG00000018292	ENSOANG00000004665		ENSPPAG00000035406	ENSPTRG00000005951	ENSRNOG00000010058
ENSMUSG00000022119	ENSBTAG00000017573	ENSGALG00000016910	ENSGGOG00000005994	ENSG00000139746	ENSMODG00000001574	ENSMMUG00000007529	ENSOANG00000001531	ENSPPYG00000005430	ENSPPAG00000027293	ENSPTRG00000005949	ENSRNOG00000009836
ENSMUSG00000022120	ENSBTAG00000000869	ENSGALG00000016911	ENSGGOG00000014440	ENSG00000152193	ENSMODG00000001525	ENSMMUG00000011697	ENSOANG00000008745	ENSPPYG00000005429	ENSPPAG00000010176	ENSPTRG00000005948	ENSRNOG00000009690
ENSMUSG00000022122	ENSBTAG00000005299	ENSGALG00000016912	ENSGGOG00000014423	ENSG00000136160	ENSMODG00000001507	ENSMMUG00000005131	ENSOANG00000004763	ENSPPYG00000029747	ENSPPAG00000027624	ENSPTRG00000005946	ENSRNOG00000010997
ENSMUSG00000022123	ENSBTAG00000032821	ENSGALG00000027514	ENSGGOG00000001153	ENSG00000136155	ENSMODG00000001434	ENSMMUG00000000048		ENSPPYG00000005426	ENSPPAG00000030818	ENSPTRG00000005944	ENSRNOG00000024237
ENSMUSG00000022124			ENSGGOG00000007005	ENSG00000005812	ENSMODG00000001157	ENSMMUG00000021458	ENSOANG00000012185	ENSPPYG00000005425	ENSPPAG00000027851	ENSPTRG00000022568	ENSRNOG00000059334
ENSMUSG00000022125	ENSBTAG00000018846	ENSGALG00000016917	ENSGGOG00000013888		ENSMODG00000001150		ENSOANG00000012184	ENSPPYG00000005424	ENSPPAG00000003389	ENSPTRG00000005940	
ENSMUSG00000022126	ENSBTAG00000008259	ENSGALG00000016919	ENSGGOG00000014878	ENSG00000102794	ENSMODG00000001141	ENSMMUG00000039336	ENSOANG00000009555	ENSPPYG00000005423	ENSPPAG00000029721	ENSPTRG00000005939	ENSRNOG00000009919
ENSMUSG00000022129	ENSBTAG00000002300	ENSGALG00000016899	ENSGGOG00000016275	ENSG00000080166	ENSMODG00000009395	ENSMMUG00000021817	ENSOANG00000014922	ENSPPYG00000005443	ENSPPAG00000025883	ENSPTRG00000005966	
ENSMUSG00000022130	ENSBTAG00000005309	ENSGALG00000016898	ENSGGOG00000010704	ENSG00000088451	ENSMODG00000009373	ENSMMUG00000013063	ENSOANG00000014920	ENSPPYG00000005444	ENSPPAG00000039020	ENSPTRG00000005967	ENSRNOG00000009661
ENSMUSG00000022131	ENSBTAG00000005310	ENSGALG00000016897	ENSGGOG00000026438	ENSG00000152749	ENSMODG00000009336		ENSOANG00000014919	ENSPPYG00000005445	ENSPPAG00000041567	ENSPTRG00000048877	ENSRNOG00000009766
ENSMUSG00000022132	ENSBTAG00000003568	ENSGALG00000019114	ENSGGOG00000027541	ENSG00000134873	ENSMODG00000009257	ENSMMUG00000009721		ENSPPYG00000005449	ENSPPAG00000043676	ENSPTRG00000005973	ENSRNOG00000010085
ENSMUSG00000022136	ENSBTAG00000012065	ENSGALG00000016894	ENSGGOG00000001314	ENSG00000102580	ENSMODG00000008985	ENSMMUG00000005841		ENSPPYG00000005451	ENSPPAG00000011994	ENSPTRG00000005976	ENSRNOG00000010352
ENSMUSG00000022139	ENSBTAG00000018313	ENSGALG00000016890	ENSGGOG00000008349	ENSG00000139793	ENSMODG00000008566	ENSMMUG00000022744	ENSOANG00000014911	ENSPPYG00000005456	ENSPPAG00000035995	ENSPTRG00000005982	ENSRNOG00000010737
ENSMUSG00000022141	ENSBTAG00000000579		ENSGGOG00000026268	ENSG00000164190	ENSMODG00000020351	ENSMMUG00000022154	ENSOANG00000009233	ENSPPYG00000015404	ENSPPAG00000038200	ENSPTRG00000016801	ENSRNOG00000056907
ENSMUSG00000022142	ENSBTAG00000002458	ENSGALG00000003688	ENSGGOG00000013905	ENSG00000113569	ENSMODG00000020340	ENSMMUG00000000704	ENSOANG00000011539	ENSPPYG00000015407	ENSPPAG00000043867	ENSPTRG00000016804	ENSRNOG00000013411
ENSMUSG00000022144	ENSBTAG00000005176	ENSGALG00000003716	ENSGGOG00000039274	ENSG00000168621	ENSMODG00000020332	ENSMMUG00000018963	ENSOANG00000005353	ENSPPYG00000015409	ENSPPAG00000012574	ENSPTRG00000016807	ENSRNOG00000012819
ENSMUSG00000022146	ENSBTAG00000033107	ENSGALG00000003747	ENSGGOG00000014580	ENSG00000145623	ENSMODG00000020318	ENSMMUG00000001609		ENSPPYG00000015413	ENSPPAG00000033213	ENSPTRG00000016810	ENSRNOG00000033192
ENSMUSG00000022148	ENSBTAG00000001492	ENSGALG00000003792	ENSGGOG00000001364	ENSG00000082074	ENSMODG00000020313	ENSMMUG00000021218	ENSOANG00000010207	ENSPPYG00000015415	ENSPPAG00000039798	ENSPTRG00000045930	ENSRNOG00000013886
ENSMUSG00000022149	ENSBTAG00000016149		ENSGGOG00000015918	ENSG00000113600	ENSMODG00000020310	ENSMMUG00000019878		ENSPPYG00000015416	ENSPPAG00000037150	ENSPTRG00000016816	ENSRNOG00000013736
ENSMUSG00000022150	ENSBTAG00000016152	ENSGALG00000003803	ENSGGOG00000005856	ENSG00000153071	ENSMODG00000020308	ENSMMUG00000019879	ENSOANG00000010205	ENSPPYG00000015417	ENSPPAG00000028886	ENSPTRG00000016817	ENSRNOG00000028930
ENSMUSG00000022151	ENSBTAG00000000012	ENSGALG00000014826		ENSG00000113638	ENSMODG00000020305	ENSMMUG00000044017	ENSOANG00000005276	ENSPPYG00000015420	ENSPPAG00000034323	ENSPTRG00000016820	ENSRNOG00000013217
ENSMUSG00000022155	ENSBTAG00000001997		ENSGGOG00000002203	ENSG00000171495	ENSMODG00000020294	ENSMMUG00000004774		ENSPPYG00000015425		ENSPTRG00000016825	ENSRNOG00000042327
ENSMUSG00000022159	ENSBTAG00000044207		ENSGGOG00000014650	ENSG00000129472	ENSMODG00000006121	ENSMMUG00000014992	ENSOANG00000021670	ENSPPYG00000005597	ENSPPAG00000035840	ENSPTRG00000006125	ENSRNOG00000012488
ENSMUSG00000022160	ENSBTAG00000015148		ENSGGOG00000005954	ENSG00000165819	ENSMODG00000006085			ENSPPYG00000005599	ENSPPAG00000039056	ENSPTRG00000006127	ENSRNOG00000013111
ENSMUSG00000022174	ENSBTAG00000019077	ENSGALG00000035626	ENSGGOG00000028137	ENSG00000129562	ENSMODG00000005619	ENSMMUG00000000830		ENSPPYG00000005638	ENSPPAG00000026093	ENSPTRG00000006141	ENSRNOG00000009090
ENSMUSG00000022175	ENSBTAG00000016378		ENSGGOG00000015695	ENSG00000197324	ENSMODG00000005233	ENSMMUG00000016100	ENSOANG00000003912	ENSPPYG00000005647	ENSPPAG00000029431	ENSPTRG00000006149	ENSRNOG00000011592
ENSMUSG00000022176	ENSBTAG00000016381		ENSGGOG00000015704	ENSG00000139890	ENSMODG00000005212	ENSMMUG00000016098	ENSOANG00000003911	ENSPPYG00000005648	ENSPPAG00000041292	ENSPTRG00000006150	ENSRNOG00000011646
ENSMUSG00000022177	ENSBTAG00000012723	ENSGALG00000039755	ENSGGOG00000007504		ENSMODG00000005185		ENSOANG00000010721	ENSPPYG00000005651	ENSPPAG00000040161	ENSPTRG00000006153	ENSRNOG00000039284
ENSMUSG00000022178	ENSBTAG00000012724		ENSGGOG00000014539	ENSG00000129474		ENSMMUG00000008475	ENSOANG00000010720	ENSPPYG00000005652	ENSPPAG00000031512	ENSPTRG00000006154	ENSRNOG00000012791
ENSMUSG00000022179	ENSBTAG00000012725		ENSGGOG00000014548	ENSG00000100802	ENSMODG00000005171	ENSMMUG00000008477	ENSOANG00000010719	ENSPPYG00000005653	ENSPPAG00000036818	ENSPTRG00000006155	ENSRNOG00000013317
ENSMUSG00000022180	ENSBTAG00000007415		ENSGGOG00000007423	ENSG00000092068		ENSMMUG00000019653	ENSOANG00000007644	ENSPPYG00000005660	ENSPPAG00000029356	ENSPTRG00000006164	ENSRNOG00000014311
ENSMUSG00000022181	ENSBTAG00000014177	ENSGALG00000014840	ENSGGOG00000008230	ENSG00000039537	ENSMODG00000020291	ENSMMUG00000021034	ENSOANG00000000371	ENSPPYG00000015426	ENSPPAG00000035900	ENSPTRG00000016826	ENSRNOG00000024115
ENSMUSG00000022184	ENSBTAG00000016981	ENSGALG00000014851	ENSGGOG00000005501	ENSG00000151876	ENSMODG00000020286	ENSMMUG00000003966	ENSOANG00000012512	ENSPPYG00000015430	ENSPPAG00000036877	ENSPTRG00000016833	ENSRNOG00000015622
ENSMUSG00000022185	ENSBTAG00000011571		ENSGGOG00000007403	ENSG00000100813	ENSMODG00000005083	ENSMMUG00000012979	ENSOANG00000029676	ENSPPYG00000005657	ENSPPAG00000041392	ENSPTRG00000006159	ENSRNOG00000013533
ENSMUSG00000022186	ENSBTAG00000033186		ENSGGOG00000025087	ENSG00000083720			ENSOANG00000000370	ENSPPYG00000015428	ENSPPAG00000000926	ENSPTRG00000016829	ENSRNOG00000043094
ENSMUSG00000022191	ENSBTAG00000017551	ENSGALG00000012916	ENSGGOG00000011006	ENSG00000113360		ENSMMUG00000012193		ENSPPYG00000015370	ENSPPAG00000037526	ENSPTRG00000016762	ENSRNOG00000013451
ENSMUSG00000022193	ENSBTAG00000012726		ENSGGOG00000026856	ENSG00000100804	ENSMODG00000005164	ENSMMUG00000006007	ENSOANG00000004542		ENSPPAG00000043004	ENSPTRG00000006156	ENSRNOG00000013386
ENSMUSG00000022194	ENSBTAG00000006884		ENSGGOG00000039675	ENSG00000100836		ENSMMUG00000048382		ENSPPYG00000005663	ENSPPAG00000039421	ENSPTRG00000047273	ENSRNOG00000042195
ENSMUSG00000022195	ENSBTAG00000017569	ENSGALG00000012909	ENSGGOG00000011027	ENSG00000082213	ENSMODG00000004823	ENSMMUG00000012200	ENSOANG00000015740	ENSPPYG00000015371	ENSPPAG00000030089	ENSPTRG00000016763	ENSRNOG00000022745
ENSMUSG00000022197	ENSBTAG00000014455		ENSGGOG00000022358	ENSG00000133401	ENSMODG00000020420	ENSMMUG00000013954	ENSOANG00000013287	ENSPPYG00000015372	ENSPPAG00000037286	ENSPTRG00000016765	ENSRNOG00000013140
ENSMUSG00000022199	ENSBTAG00000016467		ENSGGOG00000017113	ENSG00000092096	ENSMODG00000004528	ENSMMUG00000014748		ENSPPYG00000005665	ENSPPAG00000030257	ENSPTRG00000006169	ENSRNOG00000016414
ENSMUSG00000022200	ENSBTAG00000032848		ENSGGOG00000027544	ENSG00000113384	ENSMODG00000020418	ENSMMUG00000013957	ENSOANG00000010930	ENSPPYG00000015373	ENSPPAG00000030869	ENSPTRG00000016768	ENSRNOG00000012186
ENSMUSG00000022201	ENSBTAG00000008414		ENSGGOG00000016302	ENSG00000056097	ENSMODG00000020412	ENSMMUG00000001317	ENSOANG00000014434	ENSPPYG00000015378	ENSPPAG00000027447	ENSPTRG00000016771	ENSRNOG00000011627
ENSMUSG00000022203	ENSBTAG00000038733		ENSGGOG00000017117	ENSG00000100842	ENSMODG00000004496	ENSMMUG00000014750		ENSPPYG00000005666	ENSPPAG00000039022	ENSPTRG00000006170	ENSRNOG00000042029
ENSMUSG00000022204	ENSBTAG00000009595		ENSGGOG00000005000	ENSG00000129460	ENSMODG00000004257	ENSMMUG00000014766	ENSOANG00000013060	ENSPPYG00000005670	ENSPPAG00000039327	ENSPTRG00000006177	ENSRNOG00000018069
ENSMUSG00000022205	ENSBTAG00000021965		ENSGGOG00000040900	ENSG00000113387	ENSMODG00000020410	ENSMMUG00000046181	ENSOANG00000002328		ENSPPAG00000011212		ENSRNOG00000050563
ENSMUSG00000022206	ENSBTAG00000007665	ENSGALG00000017405	ENSGGOG00000014489	ENSG00000113389	ENSMODG00000020407	ENSMMUG00000013366	ENSOANG00000014433	ENSPPYG00000015380	ENSPPAG00000030994	ENSPTRG00000016773	ENSRNOG00000019184
ENSMUSG00000022208	ENSBTAG00000007104		ENSGGOG00000014799	ENSG00000092051	ENSMODG00000003787	ENSMMUG00000041108	ENSOANG00000020708		ENSPPAG00000039547	ENSPTRG00000034525	ENSRNOG00000025589
ENSMUSG00000022209			ENSGGOG00000001497	ENSG00000100867		ENSMMUG00000021849		ENSPPYG00000005673	ENSPPAG00000040736	ENSPTRG00000006182	ENSRNOG00000018177
ENSMUSG00000022210	ENSBTAG00000017665				ENSMODG00000003691			ENSPPYG00000005675			ENSRNOG00000018239
ENSMUSG00000022211	ENSBTAG00000015208	ENSGALG00000038527	ENSGGOG00000015944	ENSG00000186648		ENSMMUG00000007357	ENSOANG00000028513	ENSPPYG00000005676	ENSPPAG00000035810	ENSPTRG00000006188	ENSRNOG00000025518
ENSMUSG00000022212	ENSBTAG00000001870		ENSGGOG00000015970	ENSG00000100884	ENSMODG00000003641	ENSMMUG00000007360	ENSOANG00000007882	ENSPPYG00000005677	ENSPPAG00000040596	ENSPTRG00000006189	ENSRNOG00000018399
ENSMUSG00000022214	ENSBTAG00000021392		ENSGGOG00000038817	ENSG00000100897	ENSMODG00000003570	ENSMMUG00000014391		ENSPPYG00000005680	ENSPPAG00000037919	ENSPTRG00000006192	ENSRNOG00000018825
ENSMUSG00000022215	ENSBTAG00000021394		ENSGGOG00000040509	ENSG00000139914	ENSMODG00000003539	ENSMMUG00000014390	ENSOANG00000011156	ENSPPYG00000005681	ENSPPAG00000032612	ENSPTRG00000006193	ENSRNOG00000019019
ENSMUSG00000022216	ENSBTAG00000021395		ENSGGOG00000038444	ENSG00000092010	ENSMODG00000003532	ENSMMUG00000012462		ENSPPYG00000005682	ENSPPAG00000003705	ENSPTRG00000006194	
ENSMUSG00000022217	ENSBTAG00000025778		ENSGGOG00000042039	ENSG00000100908	ENSMODG00000003488	ENSMMUG00000012471		ENSPPYG00000005683	ENSPPAG00000039029	ENSPTRG00000006195	ENSRNOG00000019162
ENSMUSG00000022218	ENSBTAG00000003920		ENSGGOG00000016125	ENSG00000092295	ENSMODG00000003160			ENSPPYG00000005695	ENSPPAG00000029548	ENSPTRG00000006209	ENSRNOG00000020136
ENSMUSG00000022219	ENSBTAG00000010236		ENSGGOG00000004694	ENSG00000136305	ENSMODG00000003058	ENSMMUG00000048106		ENSPPYG00000005699	ENSPPAG00000043502	ENSPTRG00000006213	ENSRNOG00000020377
ENSMUSG00000022220	ENSBTAG00000018419		ENSGGOG00000004700	ENSG00000129467	ENSMODG00000003033	ENSMMUG00000020698		ENSPPYG00000005702	ENSPPAG00000038492	ENSPTRG00000006216	ENSRNOG00000020401
ENSMUSG00000022221	ENSBTAG00000018422		ENSGGOG00000004710	ENSG00000129465				ENSPPYG00000005703	ENSPPAG00000015729	ENSPTRG00000006217	ENSRNOG00000020465
ENSMUSG00000022223	ENSBTAG00000004788		ENSGGOG00000016196	ENSG00000100445	ENSMODG00000002925	ENSMMUG00000009517		ENSPPYG00000005708	ENSPPAG00000033936	ENSPTRG00000006222	ENSRNOG00000020544
ENSMUSG00000022225			ENSGGOG00000015192	ENSG00000092009		ENSMMUG00000019294		ENSPPYG00000005709	ENSPPAG00000041482	ENSPTRG00000006223	ENSRNOG00000020563
ENSMUSG00000022228	ENSBTAG00000031869		ENSGGOG00000023894	ENSG00000197062		ENSMMUG00000007227			ENSPPAG00000014996	ENSPTRG00000043262	ENSRNOG00000053518
ENSMUSG00000022229	ENSBTAG00000014486		ENSGGOG00000001316	ENSG00000075673		ENSMMUG00000022608	ENSOANG00000009879	ENSPPYG00000005214	ENSPPAG00000027786	ENSPTRG00000005712	ENSRNOG00000020685
ENSMUSG00000022231	ENSBTAG00000005021	ENSGALG00000028685	ENSGGOG00000011428	ENSG00000112902	ENSMODG00000002138	ENSMMUG00000020160	ENSOANG00000011586	ENSPPYG00000015339	ENSPPAG00000043389	ENSPTRG00000016722	ENSRNOG00000011977
ENSMUSG00000022234	ENSBTAG00000017889	ENSGALG00000013041		ENSG00000150753	ENSMODG00000002356	ENSMMUG00000020112	ENSOANG00000011592	ENSPPYG00000015342		ENSPTRG00000016725	ENSRNOG00000011632
ENSMUSG00000022235	ENSBTAG00000010801		ENSGGOG00000014129	ENSG00000164237	ENSMODG00000002371	ENSMMUG00000020113	ENSOANG00000011594	ENSPPYG00000015343	ENSPPAG00000033069	ENSPTRG00000045109	ENSRNOG00000011260
ENSMUSG00000022236	ENSBTAG00000003539	ENSGALG00000013006	ENSGGOG00000004935	ENSG00000145491	ENSMODG00000002454		ENSOANG00000011597	ENSPPYG00000015345	ENSPPAG00000027569	ENSPTRG00000016728	ENSRNOG00000042781
ENSMUSG00000022237	ENSBTAG00000011337	ENSGALG00000038328	ENSGGOG00000002528	ENSG00000164236	ENSMODG00000002457	ENSMMUG00000001130	ENSOANG00000011598	ENSPPYG00000015346	ENSPPAG00000014499	ENSPTRG00000016729	ENSRNOG00000010888
ENSMUSG00000022240	ENSBTAG00000017222	ENSGALG00000013001	ENSGGOG00000014843	ENSG00000169862	ENSMODG00000002489	ENSMMUG00000023419		ENSPPYG00000015348	ENSPPAG00000033895	ENSPTRG00000016731	ENSRNOG00000010649
ENSMUSG00000022241	ENSBTAG00000014261	ENSGALG00000003288	ENSGGOG00000014336	ENSG00000113407	ENSMODG00000020405	ENSMMUG00000016224	ENSOANG00000014432	ENSPPYG00000015382	ENSPPAG00000021251	ENSPTRG00000016775	ENSRNOG00000019023
ENSMUSG00000022243	ENSBTAG00000018235	ENSGALG00000003310	ENSGGOG00000004821	ENSG00000164175	ENSMODG00000020400	ENSMMUG00000009574		ENSPPYG00000015385	ENSPPAG00000006580	ENSPTRG00000016778	ENSRNOG00000018759
ENSMUSG00000022244	ENSBTAG00000021813	ENSGALG00000003326	ENSGGOG00000024188	ENSG00000242110	ENSMODG00000020398	ENSMMUG00000013467		ENSPPYG00000015386	ENSPPAG00000043217	ENSPTRG00000016779	ENSRNOG00000018662
