ensembl_gene_id	oanatinus_homolog_ensembl_gene	oanatinus_homolog_associated_gene_name	oanatinus_homolog_ensembl_peptide	oanatinus_homolog_chromosome	oanatinus_homolog_chrom_start	oanatinus_homolog_chrom_end	oanatinus_homolog_canonical_transcript_protein	oanatinus_homolog_subtype	oanatinus_homolog_orthology_type	oanatinus_homolog_perc_id	oanatinus_homolog_perc_id_r1	oanatinus_homolog_goc_score	oanatinus_homolog_wga_coverage	oanatinus_homolog_dn	oanatinus_homolog_ds	oanatinus_homolog_orthology_confidence
ENSMUSG00000064573	ENSOANG00000017993	RF00136	ENSOANT00000027129	Ultra341	3112926	3112991	ENSMUST00000082639	Amniota	ortholog_many2many	63.6364	74.2424	NA	NA	NA	NA	0
ENSMUSG00000064573	ENSOANG00000017967	RF00136	ENSOANT00000027103	Contig37762	1302	1367	ENSMUST00000082639	Amniota	ortholog_many2many	63.6364	74.2424	NA	NA	NA	NA	0
ENSMUSG00000077704	ENSOANG00000023622	RF00578	ENSOANT00000033746	Ultra161	153688	153802	ENSMUST00000104516	Mammalia	ortholog_one2one	82.7273	79.1304	NA	100	NA	NA	1
ENSMUSG00000080540	ENSOANG00000024514	RF00598	ENSOANT00000034639	Ultra288	3309198	3309331	ENSMUST00000116890	Amniota	ortholog_one2many	60.1504	59.7015	NA	97.75	NA	NA	1
ENSMUSG00000054008	ENSOANG00000002310	NDST1	ENSOANP00000003664	X1	28826552	28853784	ENSMUSP00000126623	Mammalia	ortholog_one2one	88.8889	88.9898	75	26.38	NA	NA	1
ENSMUSG00000088334	ENSOANG00000028148	RF00635	ENSOANT00000038273	Contig101	206451	206582	ENSMUST00000157709	Mammalia	ortholog_one2one	90.678	81.0606	NA	100	NA	NA	1
ENSMUSG00000084550	ENSOANG00000027712	RF00026	ENSOANT00000037837	Contig29834	2334	2435	ENSMUST00000122601	Mammalia	ortholog_many2many	50	50.9804	NA	NA	NA	NA	0
ENSMUSG00000084550	ENSOANG00000027198	RF00026	ENSOANT00000037323	Contig182367	343	444	ENSMUST00000122601	Mammalia	ortholog_many2many	50	50.9804	NA	NA	NA	NA	0
ENSMUSG00000059040	ENSOANG00000013484		ENSOANP00000021275	5	18872593	18898173	ENSMUSP00000075513	Mammalia	ortholog_one2many	92.3963	91.762	0	11.14	NA	NA	0
ENSMUSG00000094703	ENSOANG00000016846	RF00026	ENSOANT00000025989	Ultra428	215360	215466	ENSMUST00000178420	Amniota	ortholog_many2many	100	100	NA	NA	NA	NA	0
ENSMUSG00000094703	ENSOANG00000016937	RF00026	ENSOANT00000026080	Ultra428	214621	214728	ENSMUST00000178420	Amniota	ortholog_many2many	100	99.0741	NA	NA	NA	NA	0
ENSMUSG00000094703	ENSOANG00000016280	RF00026	ENSOANT00000025423	Ultra428	179871	179977	ENSMUST00000178420	Amniota	ortholog_many2many	100	100	NA	NA	NA	NA	0
ENSMUSG00000094214	ENSOANG00000027408	RF00026	ENSOANT00000037533	1	37585826	37585925	ENSMUST00000083151	Mammalia	ortholog_one2many	70.1923	73	NA	NA	NA	NA	0
ENSMUSG00000039183	ENSOANG00000030815		ENSOANP00000031257	Contig28053	26	3976	ENSMUSP00000049319	Euteleostomi	ortholog_one2one	36.7273	57.7143	0	13.77	NA	NA	0
ENSMUSG00000065817	ENSOANG00000019300	RF00334	ENSOANT00000028425	Ultra707	65768	65900	ENSMUST00000083883	Euteleostomi	ortholog_one2many	74.6154	72.9323	NA	97.72	NA	NA	1
ENSMUSG00000105904	ENSOANG00000016345	oan-mir-24-1	ENSOANT00000025488	Contig22293	5770	5853	ENSMUST00000198479	Euteleostomi	ortholog_one2one	92.6471	75	NA	100	NA	NA	1
ENSMUSG00000087935	ENSOANG00000027403	RF01241	ENSOANT00000037528	Contig25762	9221	9295	ENSMUST00000157310	Amniota	ortholog_one2many	33.7079	80	NA	57.98	NA	NA	0
ENSMUSG00000035342	ENSOANG00000007324	LZTS2	ENSOANP00000011661	17	1080046	1121672	ENSMUSP00000045478	Mammalia	ortholog_one2one	60.5067	68.0067	75	3.55	NA	NA	1
ENSMUSG00000088056	ENSOANG00000027611	RF00554	ENSOANT00000037736	Contig26401	16128	16268	ENSMUST00000157431	Mammalia	ortholog_one2many	63.8889	65.2482	NA	50	NA	NA	0
ENSMUSG00000064890	ENSOANG00000016846	RF00026	ENSOANT00000025989	Ultra428	215360	215466	ENSMUST00000082956	Amniota	ortholog_many2many	99.0741	100	NA	NA	NA	NA	0
ENSMUSG00000064890	ENSOANG00000016937	RF00026	ENSOANT00000026080	Ultra428	214621	214728	ENSMUST00000082956	Amniota	ortholog_many2many	99.0741	99.0741	NA	NA	NA	NA	0
ENSMUSG00000064890	ENSOANG00000016280	RF00026	ENSOANT00000025423	Ultra428	179871	179977	ENSMUST00000082956	Amniota	ortholog_many2many	99.0741	100	NA	NA	NA	NA	0
ENSMUSG00000001700	ENSOANG00000014072		ENSOANP00000022194	X5	24956733	24975335	ENSMUSP00000068453	Mammalia	ortholog_one2many	54.3981	72.7554	100	51.94	NA	NA	1
ENSMUSG00000001700	ENSOANG00000031268		ENSOANP00000032183	Ultra549	32643	35467	ENSMUSP00000068453	Mammalia	ortholog_one2many	20.3704	33.0827	25	5.67	NA	NA	0
ENSMUSG00000065409	ENSOANG00000016689	oan-mir-30e	ENSOANT00000025832	Ultra467	482269	482363	ENSMUST00000083475	Mammalia	ortholog_one2one	82.6087	80	NA	100	NA	NA	1
ENSMUSG00000025035	ENSOANG00000001653	ARL3	ENSOANP00000002648	Ultra272	145114	186610	ENSMUSP00000026009	Mammalia	ortholog_one2one	96.7033	96.7033	100	100	NA	NA	1
ENSMUSG00000065940	ENSOANG00000017488	RF00412	ENSOANT00000026628	Contig5953	5363	5499	ENSMUST00000084006	Tetrapoda	ortholog_one2many	71.5328	71.5328	NA	99.27	NA	NA	1
ENSMUSG00000045629	ENSOANG00000009663		ENSOANP00000015343	Contig20491	623	12753	ENSMUSP00000055094	Mammalia	ortholog_one2one	37.7812	43.1738	0	70.27	NA	NA	0
ENSMUSG00000088154	ENSOANG00000027771	RF00026	ENSOANT00000037896	Contig7664	3886	3992	ENSMUST00000157529	Amniota	ortholog_one2many	67.2897	67.2897	NA	NA	NA	NA	0
ENSMUSG00000096208	ENSOANG00000019174	RF00026	ENSOANT00000028303	Ultra12	1424356	1424459	ENSMUST00000178475	Euteleostomi	ortholog_many2many	87.8505	90.3846	NA	NA	NA	NA	0
ENSMUSG00000096208	ENSOANG00000017842	RF00026	ENSOANT00000026979	Ultra12	1425137	1425240	ENSMUST00000178475	Euteleostomi	ortholog_many2many	87.8505	90.3846	NA	NA	NA	NA	0
ENSMUSG00000071645	ENSOANG00000012458		ENSOANP00000019708	Ultra679	71124	84690	ENSMUSP00000093958	Mammalia	ortholog_one2one	39.2405	68.2	50	45.78	NA	NA	0
ENSMUSG00000088772	ENSOANG00000027403	RF01241	ENSOANT00000037528	Contig25762	9221	9295	ENSMUST00000158147	Amniota	ortholog_one2many	26.087	56	NA	NA	NA	NA	0
ENSMUSG00000092753	ENSOANG00000016924	RF00001	ENSOANT00000026067	Ultra138	370403	370522	ENSMUST00000175012	Euteleostomi	ortholog_one2many	77.6471	55	NA	NA	NA	NA	0
ENSMUSG00000092753	ENSOANG00000016219	RF00001	ENSOANT00000025362	Contig66921	157	276	ENSMUST00000175012	Euteleostomi	ortholog_one2many	77.6471	55	NA	NA	NA	NA	0
ENSMUSG00000096243	ENSOANG00000016764	RF00015	ENSOANT00000025907	Contig6023	17894	18034	ENSMUST00000101833	Sarcopterygii	ortholog_one2one	96.4539	96.4539	NA	NA	NA	NA	0
ENSMUSG00000064772	ENSOANG00000027300	RF00004	ENSOANT00000037425	Contig39779	425	542	ENSMUST00000082838	Euteleostomi	ortholog_one2many	44.5026	72.0339	NA	NA	NA	NA	0
ENSMUSG00000024251	ENSOANG00000014233		ENSOANP00000022436	Contig26218	2371	12636	ENSMUSP00000041701	Mammalia	ortholog_one2one	19.8658	49.8705	0	77.04	NA	NA	0
ENSMUSG00000084744	ENSOANG00000027611	RF00554	ENSOANT00000037736	Contig26401	16128	16268	ENSMUST00000122795	Mammalia	ortholog_one2many	68.75	70.2128	NA	50	NA	NA	0
ENSMUSG00000051255	ENSOANG00000002882		ENSOANP00000004581	Ultra663	12338	27112	ENSMUSP00000137244	Mammalia	ortholog_one2many	81.4286	84.2365	0	55.88	NA	NA	0
ENSMUSG00000065446	ENSOANG00000017010	oan-mir-139	ENSOANT00000026153	Contig13261	5446	5532	ENSMUST00000083512	Mammalia	ortholog_one2one	77.9412	60.9195	NA	98.85	NA	NA	1
ENSMUSG00000064442	ENSOANG00000018367	RF00340	ENSOANT00000027500	Ultra519	9351033	9351166	ENSMUST00000082508	Sarcopterygii	ortholog_many2many	71.8519	72.3881	NA	100	NA	NA	1
ENSMUSG00000064442	ENSOANG00000019075	RF00340	ENSOANT00000028204	Contig36853	635	768	ENSMUST00000082508	Sarcopterygii	ortholog_many2many	71.8519	72.3881	NA	NA	NA	NA	0
ENSMUSG00000024411	ENSOANG00000009069	AQP4	ENSOANP00000014435	7	15823352	15839689	ENSMUSP00000078088	Mammalia	ortholog_one2one	82.9721	82.716	100	64.34	NA	NA	1
ENSMUSG00000091449	ENSOANG00000011612		ENSOANP00000018395	Contig11299	7601	16567	ENSMUSP00000131269	Amniota	ortholog_one2many	93.4959	93.4959	0	68.15	NA	NA	0
ENSMUSG00000064444	ENSOANG00000018090	RF00026	ENSOANT00000027226	Contig22333	8873	8979	ENSMUST00000082510	Mammalia	ortholog_one2many	74.2574	70.0935	NA	NA	NA	NA	0
ENSMUSG00000097052	ENSOANG00000018079	RF00416	ENSOANT00000027215	Ultra157	391426	391558	ENSMUST00000181621	Amniota	ortholog_one2many	61.8705	64.6617	NA	NA	NA	NA	0
ENSMUSG00000095073	ENSOANG00000016883	RF00001	ENSOANT00000026026	Contig155187	3	121	ENSMUST00000177910	Mammalia	ortholog_many2many	97.479	97.479	NA	NA	NA	NA	0
ENSMUSG00000095073	ENSOANG00000016210	RF00001	ENSOANT00000025353	Contig224515	47	165	ENSMUST00000177910	Mammalia	ortholog_many2many	97.479	97.479	NA	NA	NA	NA	0
ENSMUSG00000095073	ENSOANG00000016518	RF00001	ENSOANT00000025661	Contig202919	51	169	ENSMUST00000177910	Mammalia	ortholog_many2many	97.479	97.479	NA	NA	NA	NA	0
ENSMUSG00000095073	ENSOANG00000016807	RF00001	ENSOANT00000025950	Contig279130	267	385	ENSMUST00000177910	Mammalia	ortholog_many2many	97.479	97.479	NA	NA	NA	NA	0
ENSMUSG00000095073	ENSOANG00000019052	RF00001	ENSOANT00000028181	Ultra659	3941	4059	ENSMUST00000177910	Mammalia	ortholog_many2many	95.7983	95.7983	NA	NA	NA	NA	0
ENSMUSG00000095073	ENSOANG00000016696	RF00001	ENSOANT00000025839	Contig155923	200	318	ENSMUST00000177910	Mammalia	ortholog_many2many	95.7983	95.7983	NA	NA	NA	NA	0
ENSMUSG00000095073	ENSOANG00000016755	RF00001	ENSOANT00000025898	Contig118316	1091	1209	ENSMUST00000177910	Mammalia	ortholog_many2many	94.1176	94.1176	NA	NA	NA	NA	0
ENSMUSG00000095073	ENSOANG00000016559	RF00001	ENSOANT00000025702	Contig123890	545	663	ENSMUST00000177910	Mammalia	ortholog_many2many	95.7983	95.7983	NA	NA	NA	NA	0
ENSMUSG00000095073	ENSOANG00000016904	RF00001	ENSOANT00000026047	Contig208390	82	200	ENSMUST00000177910	Mammalia	ortholog_many2many	97.479	97.479	NA	NA	NA	NA	0
ENSMUSG00000095073	ENSOANG00000016450	RF00001	ENSOANT00000025593	Contig112895	236	354	ENSMUST00000177910	Mammalia	ortholog_many2many	95.7983	95.7983	NA	NA	NA	NA	0
ENSMUSG00000095073	ENSOANG00000016101	RF00001	ENSOANT00000025244	Contig198610	148	266	ENSMUST00000177910	Mammalia	ortholog_many2many	97.479	97.479	NA	NA	NA	NA	0
ENSMUSG00000095073	ENSOANG00000016757	RF00001	ENSOANT00000025900	Contig220883	405	523	ENSMUST00000177910	Mammalia	ortholog_many2many	95.7983	95.7983	NA	NA	NA	NA	0
ENSMUSG00000095073	ENSOANG00000016525	RF00001	ENSOANT00000025668	Contig220620	129	247	ENSMUST00000177910	Mammalia	ortholog_many2many	97.479	97.479	NA	NA	NA	NA	0
ENSMUSG00000095073	ENSOANG00000016364	RF00001	ENSOANT00000025507	Contig217099	242	360	ENSMUST00000177910	Mammalia	ortholog_many2many	95.7983	95.7983	NA	NA	NA	NA	0
ENSMUSG00000095073	ENSOANG00000016879	RF00001	ENSOANT00000026022	Contig213624	177	295	ENSMUST00000177910	Mammalia	ortholog_many2many	97.479	97.479	NA	NA	NA	NA	0
ENSMUSG00000095073	ENSOANG00000016149	RF00001	ENSOANT00000025292	Contig221988	234	352	ENSMUST00000177910	Mammalia	ortholog_many2many	95.7983	95.7983	NA	NA	NA	NA	0
ENSMUSG00000095073	ENSOANG00000016195	RF00001	ENSOANT00000025338	Contig195279	695	817	ENSMUST00000177910	Mammalia	ortholog_many2many	92.437	89.4309	NA	NA	NA	NA	0
ENSMUSG00000095073	ENSOANG00000016333	RF00001	ENSOANT00000025476	Contig192047	267	385	ENSMUST00000177910	Mammalia	ortholog_many2many	95.7983	95.7983	NA	NA	NA	NA	0
ENSMUSG00000095073	ENSOANG00000016366	RF00001	ENSOANT00000025509	Contig127411	610	728	ENSMUST00000177910	Mammalia	ortholog_many2many	95.7983	95.7983	NA	NA	NA	NA	0
ENSMUSG00000024713	ENSOANG00000029221		ENSOANP00000031765	Contig25993	2394	6446	ENSMUSP00000025618	Mammalia	ortholog_one2many	3.09004	93.5484	0	50.07	NA	NA	0
ENSMUSG00000024713	ENSOANG00000020482		ENSOANP00000026045	Contig13088	1736	9102	ENSMUSP00000025618	Mammalia	ortholog_one2many	6.65956	79.1139	0	50.09	NA	NA	0
ENSMUSG00000087764	ENSOANG00000027506	RF00009	ENSOANT00000037631	Contig12565	12805	13152	ENSMUST00000157139	Mammalia	ortholog_one2many	49.7537	29.023	NA	NA	NA	NA	0
ENSMUSG00000024290	ENSOANG00000002011		ENSOANP00000003190	Contig19545	954	14289	ENSMUSP00000069549	Mammalia	ortholog_one2many	16.6174	82.1168	0	48.59	NA	NA	0
ENSMUSG00000024290	ENSOANG00000010065		ENSOANP00000015956	Contig9181	797	10094	ENSMUSP00000069549	Mammalia	ortholog_one2many	18.6854	97.6834	0	50.56	NA	NA	0
ENSMUSG00000104536	ENSOANG00000024514	RF00598	ENSOANT00000034639	Ultra288	3309198	3309331	ENSMUST00000200181	Amniota	ortholog_one2many	60.5042	53.7313	NA	NA	NA	NA	0
ENSMUSG00000096473	ENSOANG00000017653	RF00278	ENSOANT00000026791	Ultra42	85184	85255	ENSMUST00000178417	Amniota	ortholog_one2many	87.5	87.5	NA	100	NA	NA	1
ENSMUSG00000077577	ENSOANG00000025731	RF00548	ENSOANT00000035856	7	23520980	23521121	ENSMUST00000104389	Mammalia	ortholog_one2many	66.6667	47.8873	NA	NA	NA	NA	0
ENSMUSG00000064390	ENSOANG00000017111	RF00071	ENSOANT00000026254	Contig211336	7	78	ENSMUST00000082456	Amniota	ortholog_many2many	74.6479	73.6111	NA	NA	NA	NA	0
ENSMUSG00000064390	ENSOANG00000017759	RF00071	ENSOANT00000026896	Contig819	314991	315061	ENSMUST00000082456	Amniota	ortholog_many2many	74.6479	74.6479	NA	100	NA	NA	1
ENSMUSG00000064390	ENSOANG00000017479	RF00071	ENSOANT00000026619	Contig819	313839	313909	ENSMUST00000082456	Amniota	ortholog_many2many	74.6479	74.6479	NA	50	NA	NA	0
ENSMUSG00000065485	ENSOANG00000016172	oan-mir-219	ENSOANT00000025315	Contig12675	21656	21777	ENSMUST00000083551	Mammalia	ortholog_one2one	85.567	68.0328	NA	100	NA	NA	1
ENSMUSG00000088252	ENSOANG00000028221	RF01210	ENSOANT00000038346	Contig18446	11764	11856	ENSMUST00000157627	Mammalia	ortholog_one2one	53.8462	60.2151	NA	NA	NA	NA	0
ENSMUSG00000064515	ENSOANG00000016321	RF00001	ENSOANT00000025464	X2	580815	580933	ENSMUST00000082581	Mammalia	ortholog_many2many	74.7899	74.7899	NA	NA	NA	NA	0
ENSMUSG00000064515	ENSOANG00000016338	RF00001	ENSOANT00000025481	7	39718055	39718173	ENSMUST00000082581	Mammalia	ortholog_many2many	79.8319	79.8319	NA	NA	NA	NA	0
ENSMUSG00000064515	ENSOANG00000027143	RF00001	ENSOANT00000037268	Ultra67	2772361	2772463	ENSMUST00000082581	Mammalia	ortholog_many2many	58.8235	67.9612	NA	NA	NA	NA	0
ENSMUSG00000064515	ENSOANG00000016173	RF00001	ENSOANT00000025316	Contig56053	2493	2610	ENSMUST00000082581	Mammalia	ortholog_many2many	78.1513	78.8136	NA	NA	NA	NA	0
ENSMUSG00000024135	ENSOANG00000011588		ENSOANP00000018357	Contig14660	6506	20823	ENSMUSP00000092810	Mammalia	ortholog_one2one	20.5912	80.1587	0	50.46	NA	NA	0
ENSMUSG00000065041	ENSOANG00000017225	RF00091	ENSOANT00000026367	Ultra117	1693908	1694062	ENSMUST00000083107	Sarcopterygii	ortholog_many2many	81.4103	81.9355	NA	100	NA	NA	1
ENSMUSG00000065041	ENSOANG00000025004	RF00091	ENSOANT00000035129	Contig195309	450	610	ENSMUST00000083107	Sarcopterygii	ortholog_many2many	67.3077	65.2174	NA	NA	NA	NA	0
ENSMUSG00000065041	ENSOANG00000026806	RF00091	ENSOANT00000036931	Ultra117	1693406	1693566	ENSMUST00000083107	Sarcopterygii	ortholog_many2many	68.5897	66.4596	NA	49.07	NA	NA	0
ENSMUSG00000039529	ENSOANG00000001718	ATP8B1	ENSOANP00000002749	3	28304938	28371844	ENSMUSP00000025482	Mammalia	ortholog_one2one	85.5316	85.0556	100	100	NA	NA	1
ENSMUSG00000089184	ENSOANG00000019198	RF00156	ENSOANT00000028327	Ultra401	7215	7349	ENSMUST00000158559	Vertebrata	ortholog_many2many	63.7363	42.963	NA	76.73	NA	NA	0
ENSMUSG00000089184	ENSOANG00000018997	RF00156	ENSOANT00000028126	Ultra401	6423	6556	ENSMUST00000158559	Vertebrata	ortholog_many2many	62.6374	42.5373	NA	50	NA	NA	0
ENSMUSG00000088626	ENSOANG00000019122	RF00400	ENSOANT00000028251	1	22311101	22311225	ENSMUST00000158001	Amniota	ortholog_many2many	56.4626	66.4	NA	NA	NA	NA	0
ENSMUSG00000088626	ENSOANG00000026554	RF00400	ENSOANT00000036679	1	22307821	22307949	ENSMUST00000158001	Amniota	ortholog_many2many	57.8231	65.8915	NA	NA	NA	NA	0
ENSMUSG00000065160	ENSOANG00000025938	RF00152	ENSOANT00000036063	Contig37762	206	283	ENSMUST00000083226	Mammalia	ortholog_one2many	67.8571	73.0769	NA	NA	NA	NA	0
ENSMUSG00000065160	ENSOANG00000024866	RF00152	ENSOANT00000034991	Ultra341	3113989	3114066	ENSMUST00000083226	Mammalia	ortholog_one2many	67.8571	73.0769	NA	100	NA	NA	1
ENSMUSG00000056671	ENSOANG00000029944	PRELID2	ENSOANP00000032402	Ultra139	2234216	2291985	ENSMUSP00000064661	Mammalia	ortholog_one2one	71.7514	85.8108	100	51.42	NA	NA	1
ENSMUSG00000064949	ENSOANG00000018556	RF00420	ENSOANT00000027688	Contig24898	7264	7391	ENSMUST00000083015	Mammalia	ortholog_many2many	63.0769	64.0625	NA	100	NA	NA	1
ENSMUSG00000064949	ENSOANG00000017441	RF00420	ENSOANT00000026581	Contig65777	3161	3288	ENSMUST00000083015	Mammalia	ortholog_many2many	60	60.9375	NA	NA	NA	NA	0
ENSMUSG00000065307	ENSOANG00000016427	RF00026	ENSOANT00000025570	Contig20480	10449	10555	ENSMUST00000083373	Tetrapoda	ortholog_one2one	88.785	88.785	NA	NA	NA	NA	0
ENSMUSG00000042660	ENSOANG00000028373		ENSOANP00000032237	Contig4144	5502	7210	ENSMUSP00000039010	Mammalia	ortholog_one2one	32.2165	77.1605	50	76.15	NA	NA	0
ENSMUSG00000077637	ENSOANG00000018853	RF00580	ENSOANT00000027983	Ultra382	278561	278655	ENSMUST00000104449	Sarcopterygii	ortholog_one2many	64.8352	62.1053	NA	NA	NA	NA	0
ENSMUSG00000077637	ENSOANG00000026509	RF00580	ENSOANT00000036634	Ultra382	279932	280025	ENSMUST00000104449	Sarcopterygii	ortholog_one2many	58.2418	56.383	NA	NA	NA	NA	0
ENSMUSG00000077339	ENSOANG00000017345	RF00560	ENSOANT00000026487	Ultra157	392188	392321	ENSMUST00000104151	Tetrapoda	ortholog_one2many	70.6349	66.4179	NA	50	NA	NA	0
ENSMUSG00000088929	ENSOANG00000027952	RF01161	ENSOANT00000038077	Ultra29	2674044	2674113	ENSMUST00000158304	Mammalia	ortholog_one2one	66.1972	67.1429	NA	NA	NA	NA	0
ENSMUSG00000094179	ENSOANG00000017653	RF00278	ENSOANT00000026791	Ultra42	85184	85255	ENSMUST00000178497	Amniota	ortholog_one2many	86.1111	86.1111	NA	50	NA	NA	0
ENSMUSG00000089093	ENSOANG00000028108	RF01182	ENSOANT00000038233	Contig10764	9389	9465	ENSMUST00000158468	Amniota	ortholog_one2many	55.9524	61.039	NA	50	NA	NA	0
ENSMUSG00000089093	ENSOANG00000027909	RF01182	ENSOANT00000038034	Contig10764	14825	14913	ENSMUST00000158468	Amniota	ortholog_one2many	70.2381	66.2921	NA	NA	NA	NA	0
ENSMUSG00000065416	ENSOANG00000016520	oan-mir-19a	ENSOANT00000025663	Ultra284	6728409	6728548	ENSMUST00000083482	Mammalia	ortholog_one2one	93.9024	55	NA	100	NA	NA	1
ENSMUSG00000088303	ENSOANG00000019198	RF00156	ENSOANT00000028327	Ultra401	7215	7349	ENSMUST00000157678	Vertebrata	ortholog_many2many	66.3462	51.1111	NA	24.45	NA	NA	0
ENSMUSG00000088303	ENSOANG00000018997	RF00156	ENSOANT00000028126	Ultra401	6423	6556	ENSMUST00000157678	Vertebrata	ortholog_many2many	67.3077	52.2388	NA	NA	NA	NA	0
ENSMUSG00000094874	ENSOANG00000029061		ENSOANP00000030270	7	32348979	32359196	ENSMUSP00000136452	Euteleostomi	ortholog_one2many	0	0	0	45.56	NA	NA	0
ENSMUSG00000065372	ENSOANG00000018740	RF00003	ENSOANT00000027871	Contig8326	15992	16151	ENSMUST00000083438	Mammalia	ortholog_one2many	44.8485	46.25	NA	NA	NA	NA	0
ENSMUSG00000064856	ENSOANG00000027300	RF00004	ENSOANT00000037425	Contig39779	425	542	ENSMUST00000082922	Euteleostomi	ortholog_one2many	45.5497	73.7288	NA	NA	NA	NA	0
ENSMUSG00000024544	ENSOANG00000006016	LDLRAD4	ENSOANP00000009571	Contig5242	7789	15648	ENSMUSP00000068471	Mammalia	ortholog_one2one	60.1307	80	0	90.2	NA	NA	1
ENSMUSG00000024873	ENSOANG00000004182		ENSOANP00000006636	Contig15215	6780	8958	ENSMUSP00000025805	Amniota	ortholog_one2one	41.875	55.8333	75	32.17	NA	NA	0
ENSMUSG00000033966	ENSOANG00000014973	CDKL4	ENSOANP00000023564	1	24163031	24204432	ENSMUSP00000083732	Mammalia	ortholog_one2one	71.345	85.3147	75	7.5	NA	NA	1
ENSMUSG00000065236	ENSOANG00000019133	RF00001	ENSOANT00000028262	Contig151215	253	371	ENSMUST00000083302	Amniota	ortholog_one2many	74.7899	74.7899	NA	NA	NA	NA	0
ENSMUSG00000065236	ENSOANG00000017378	RF00001	ENSOANT00000026520	Ultra443	2711691	2711809	ENSMUST00000083302	Amniota	ortholog_one2many	75.6302	75.6302	NA	NA	NA	NA	0
ENSMUSG00000002625	ENSOANG00000011520		ENSOANP00000018253	Contig22624	2261	9623	ENSMUSP00000051389	Mammalia	ortholog_one2one	22.6209	61.9658	0	51.78	NA	NA	0
ENSMUSG00000024258	ENSOANG00000013216		ENSOANP00000020878	Contig28976	4231	9540	ENSMUSP00000025106	Mammalia	ortholog_one2one	82.3944	99.1525	0	59.28	NA	NA	0
ENSMUSG00000064923	ENSOANG00000018177	RF00003	ENSOANT00000027312	Contig10791	9622	9785	ENSMUST00000082989	Mammalia	ortholog_one2one	78.7879	79.2683	NA	NA	NA	NA	0
ENSMUSG00000089473	ENSOANG00000018212	RF00096	ENSOANT00000027347	Contig3446	43965	44099	ENSMUST00000158848	Euteleostomi	ortholog_many2many	53.0303	51.8519	NA	NA	NA	NA	0
ENSMUSG00000089473	ENSOANG00000018580	RF00096	ENSOANT00000027711	Contig56695	487	621	ENSMUST00000158848	Euteleostomi	ortholog_many2many	52.2727	51.1111	NA	NA	NA	NA	0
ENSMUSG00000077220	ENSOANG00000025075	RF00592	ENSOANT00000035200	Ultra341	3114962	3115024	ENSMUST00000104032	Euteleostomi	ortholog_one2many	68.1818	71.4286	NA	NA	NA	NA	0
ENSMUSG00000077220	ENSOANG00000027570	RF00592	ENSOANT00000037695	Ultra367	178473	178539	ENSMUST00000104032	Euteleostomi	ortholog_one2many	65.1515	64.1791	NA	NA	NA	NA	0
ENSMUSG00000047658	ENSOANG00000005498		ENSOANP00000008736	Contig27003	16295	17262	ENSMUSP00000061517	Mammalia	ortholog_one2one	54.0603	78.7162	0	88.15	NA	NA	1
ENSMUSG00000040560	ENSOANG00000001712	WDR7	ENSOANP00000002732	3	27368236	27786424	ENSMUSP00000072509	Mammalia	ortholog_one2one	91.5379	91.6611	75	100	NA	NA	1
ENSMUSG00000065164	ENSOANG00000016846	RF00026	ENSOANT00000025989	Ultra428	215360	215466	ENSMUST00000083230	Amniota	ortholog_many2many	100	95.3271	NA	NA	NA	NA	0
ENSMUSG00000065164	ENSOANG00000016937	RF00026	ENSOANT00000026080	Ultra428	214621	214728	ENSMUST00000083230	Amniota	ortholog_many2many	100	94.4444	NA	NA	NA	NA	0
ENSMUSG00000065164	ENSOANG00000016280	RF00026	ENSOANT00000025423	Ultra428	179871	179977	ENSMUST00000083230	Amniota	ortholog_many2many	100	95.3271	NA	NA	NA	NA	0
ENSMUSG00000024781	ENSOANG00000030584		ENSOANP00000029463	Ultra557	3250	8006	ENSMUSP00000053270	Mammalia	ortholog_one2many	15.1133	61.2245	0	48.4	NA	NA	0
ENSMUSG00000024781	ENSOANG00000029269		ENSOANP00000031511	Contig27053	3103	4987	ENSMUSP00000053270	Mammalia	ortholog_one2many	13.8539	59.1398	0	48.93	NA	NA	0
ENSMUSG00000099002	ENSOANG00000018079	RF00416	ENSOANT00000027215	Ultra157	391426	391558	ENSMUST00000103982	Amniota	ortholog_one2many	72.1805	72.1805	NA	NA	NA	NA	0
ENSMUSG00000026614	ENSOANG00000008557		ENSOANP00000013622	Ultra67	6270413	6278473	ENSMUSP00000053181	Mammalia	ortholog_one2one	31.4894	61.9247	100	67.25	NA	NA	0
ENSMUSG00000065944	ENSOANG00000027300	RF00004	ENSOANT00000037425	Contig39779	425	542	ENSMUST00000084010	Euteleostomi	ortholog_one2many	45.0262	72.8814	NA	NA	NA	NA	0
ENSMUSG00000088266	ENSOANG00000027611	RF00554	ENSOANT00000037736	Contig26401	16128	16268	ENSMUST00000157641	Mammalia	ortholog_one2many	66.6667	62.4113	NA	98.53	NA	NA	1
ENSMUSG00000047810	ENSOANG00000004298		ENSOANP00000006822	Contig21605	7893	9811	ENSMUSP00000109067	Mammalia	ortholog_one2one	4.18636	44.6043	0	52.37	NA	NA	0
ENSMUSG00000046668	ENSOANG00000009530		ENSOANP00000015128	Contig16309	6008	10893	ENSMUSP00000054307	Mammalia	ortholog_one2one	48.5804	79.7927	0	91.72	NA	NA	0
ENSMUSG00000055660	ENSOANG00000010844		ENSOANP00000017179	Ultra14	642284	672797	ENSMUSP00000127142	Mammalia	ortholog_one2one	56.4756	57.2043	0	80.04	NA	NA	1
