ensembl_gene_id	ggallus_homolog_ensembl_gene	ggallus_homolog_associated_gene_name	ggallus_homolog_ensembl_peptide	ggallus_homolog_chromosome	ggallus_homolog_chrom_start	ggallus_homolog_chrom_end	ggallus_homolog_canonical_transcript_protein	ggallus_homolog_subtype	ggallus_homolog_orthology_type	ggallus_homolog_perc_id	ggallus_homolog_perc_id_r1	ggallus_homolog_goc_score	ggallus_homolog_wga_coverage	ggallus_homolog_dn	ggallus_homolog_ds	ggallus_homolog_orthology_confidence
ENSMUSG00000039987	ENSGALG00000008335	PHTF2	ENSGALP00000013552	1	12441529	12504054	ENSMUSP00000114087	Amniota	ortholog_one2one	87.9518	87.367	100	100	NA	NA	1
ENSMUSG00000018604	ENSGALG00000036043	TBX3	ENSGALP00000045049	15	12277734	12287707	ENSMUSP00000018748	Amniota	ortholog_one2one	77.5978	78.5519	100	100	NA	NA	1
ENSMUSG00000069867	ENSGALG00000006242	PABPN1L	ENSGALP00000010081	11	18763142	18765219	ENSMUSP00000090747	Amniota	ortholog_one2one	40.6593	46.6387	100	100	NA	NA	1
ENSMUSG00000052298	ENSGALG00000027258	CDC42SE2	ENSGALP00000042996	Z	44758614	44850363	ENSMUSP00000070725	Amniota	ortholog_one2one	96.4286	96.4286	50	100	NA	NA	1
ENSMUSG00000071745	ENSGALG00000009709	MUM1	ENSGALP00000015790	28	3184482	3191426	ENSMUSP00000079200	Amniota	ortholog_one2many	29.4964	26.8676	25	11.01	NA	NA	0
ENSMUSG00000025857	ENSGALG00000003684		ENSGALP00000005827	14	2132068	2141735	ENSMUSP00000026975	Amniota	ortholog_one2one	18.5229	50.4792	100	82.59	NA	NA	0
ENSMUSG00000009863	ENSGALG00000041401	MRPS16	ENSGALP00000052306	21	183587	196195	ENSMUSP00000010007	Amniota	ortholog_one2one	79.4326	70.4403	50	91.29	NA	NA	1
ENSMUSG00000031870	ENSGALG00000017195	PGR	ENSGALP00000027736	1	183242907	183281319	ENSMUSP00000140124	Amniota	ortholog_one2one	49.46	58.1957	100	75.84	NA	NA	1
ENSMUSG00000078317	ENSGALG00000027899		ENSGALP00000041575	4	2129527	2130582	ENSMUSP00000100743	Amniota	ortholog_one2one	58.0052	62.963	0	96.71	NA	NA	1
ENSMUSG00000070372	ENSGALG00000001547	CAPZA1	ENSGALP00000056898	26	3532931	3542982	ENSMUSP00000102381	Sarcopterygii	ortholog_one2one	92.3077	92.3077	100	100	NA	NA	1
ENSMUSG00000025958	ENSGALG00000041244		ENSGALP00000053586	AADN04015843.1	3016	4600	ENSMUSP00000059973	Amniota	ortholog_one2many	26.6862	100	0	NA	NA	NA	0
ENSMUSG00000025958	ENSGALG00000008494	CREB1	ENSGALP00000013824	7	12239757	12275487	ENSMUSP00000059973	Amniota	ortholog_one2many	94.4282	98.4709	100	52.3	NA	NA	1
ENSMUSG00000067764	ENSGALG00000012766		ENSGALP00000020802	1	55616634	55625686	ENSMUSP00000085796	Amniota	ortholog_one2many	25.6983	19.3277	50	NA	NA	NA	0
ENSMUSG00000041879	ENSGALG00000000397	IPO9	ENSGALP00000000541	26	563963	585492	ENSMUSP00000036093	Amniota	ortholog_one2one	93.4615	93.4615	0	98.68	NA	NA	1
ENSMUSG00000061859	ENSGALG00000010934		ENSGALP00000045994	8	27404833	27470245	ENSMUSP00000049176	Amniota	ortholog_one2many	35.8233	53.9852	100	100	NA	NA	1
ENSMUSG00000061859	ENSGALG00000038993		ENSGALP00000054801	8	27476035	27545024	ENSMUSP00000049176	Amniota	ortholog_one2many	23.6096	62.6628	75	92.32	NA	NA	0
ENSMUSG00000058147	ENSGALG00000012766		ENSGALP00000020802	1	55616634	55625686	ENSMUSP00000079651	Amniota	ortholog_one2many	28.7611	27.3109	25	NA	NA	NA	0
ENSMUSG00000031965	ENSGALG00000032097	TBX20	ENSGALP00000052363	2	47403388	47435575	ENSMUSP00000052591	Amniota	ortholog_one2one	92.1348	93.1818	100	100	NA	NA	1
ENSMUSG00000052934	ENSGALG00000005779	FBXO31	ENSGALP00000009269	11	18002938	18020671	ENSMUSP00000057573	Amniota	ortholog_one2one	79.6844	80.8	50	100	NA	NA	1
ENSMUSG00000037242	ENSGALG00000001262	CLIC4	ENSGALP00000063310	23	2508971	2526376	ENSMUSP00000041453	Amniota	ortholog_one2one	92.4901	92.4901	100	100	NA	NA	1
ENSMUSG00000021298	ENSGALG00000027407		ENSGALP00000041537	5	52051670	52053242	ENSMUSP00000021729	Amniota	ortholog_one2one	42.6702	43.6997	100	50	NA	NA	1
ENSMUSG00000058328	ENSGALG00000012766		ENSGALP00000020802	1	55616634	55625686	ENSMUSP00000077650	Amniota	ortholog_one2many	25	24.7899	50	NA	NA	NA	0
ENSMUSG00000025027	ENSGALG00000008523	XPNPEP1	ENSGALP00000013870	6	25696905	25726497	ENSMUSP00000138250	Amniota	ortholog_one2one	75.0751	80.2568	100	51.51	NA	NA	1
ENSMUSG00000039607	ENSGALG00000011439	RBMS3	ENSGALP00000036897	2	39599323	39739638	ENSMUSP00000131371	Amniota	ortholog_one2one	53.7797	80.5825	100	47.79	NA	NA	1
ENSMUSG00000028975	ENSGALG00000002836	PEX14	ENSGALP00000004467	21	3735985	3808321	ENSMUSP00000099506	Amniota	ortholog_one2one	77.3936	76.9841	100	100	NA	NA	1
ENSMUSG00000039031	ENSGALG00000031843	ARHGAP18	ENSGALP00000055888	3	58213348	58270372	ENSMUSP00000044834	Amniota	ortholog_one2one	72.2474	73.4663	100	95.95	NA	NA	1
ENSMUSG00000079502	ENSGALG00000003545	CFAP77	ENSGALP00000005597	17	7034049	7055559	ENSMUSP00000125742	Amniota	ortholog_one2one	32.8413	43.4146	100	61.35	NA	NA	1
ENSMUSG00000034829	ENSGALG00000038506	NXNL1	ENSGALP00000047593	AADN04000659.1	71114	73006	ENSMUSP00000127094	Euteleostomi	ortholog_one2one	56.682	59.4203	50	98.12	NA	NA	1
ENSMUSG00000066113	ENSGALG00000034760		ENSGALP00000054705	Z	33379224	33417837	ENSMUSP00000102796	Euteleostomi	ortholog_one2many	10.3252	81.5315	100	88.53	NA	NA	0
ENSMUSG00000066113	ENSGALG00000020554		ENSGALP00000024306	Z	33504715	33546223	ENSMUSP00000102796	Euteleostomi	ortholog_one2many	25.5562	70.4403	75	98.42	NA	NA	1
ENSMUSG00000046364	ENSGALG00000005948	RPL27A	ENSGALP00000055979	5	9732157	9735693	ENSMUSP00000123410	Amniota	ortholog_one2one	93.9189	93.9189	0	99.29	NA	NA	1
ENSMUSG00000060152	ENSGALG00000007124	POP5	ENSGALP00000011525	15	9300989	9302090	ENSMUSP00000080215	Amniota	ortholog_one2one	57.3965	58.4337	100	89.8	NA	NA	1
ENSMUSG00000032515	ENSGALG00000027905	CSRNP1	ENSGALP00000043238	2	5277138	5282741	ENSMUSP00000149214	Amniota	ortholog_one2one	45.1115	46.1404	75	97.49	NA	NA	1
ENSMUSG00000034066	ENSGALG00000005788	FARP2	ENSGALP00000009285	9	5007340	5061641	ENSMUSP00000112725	Euteleostomi	ortholog_one2one	70.4225	71.4967	100	95.6	NA	NA	1
ENSMUSG00000031974	ENSGALG00000011096	ABCB10	ENSGALP00000018057	3	40180859	40197033	ENSMUSP00000075011	Amniota	ortholog_one2one	64.4755	76.8333	100	50	NA	NA	1
ENSMUSG00000006711	ENSGALG00000041273	KIAA0319	ENSGALP00000051308	2	57971314	58015304	ENSMUSP00000006893	Amniota	ortholog_one2one	59.9445	60.788	50	85.9	NA	NA	1
ENSMUSG00000037946	ENSGALG00000005237	FGD3	ENSGALP00000044425	12	6711763	6813985	ENSMUSP00000105714	Euteleostomi	ortholog_one2one	59.2087	46.1702	75	50	NA	NA	1
ENSMUSG00000025870	ENSGALG00000003360	ARL10	ENSGALP00000005303	13	10418403	10420966	ENSMUSP00000026988	Amniota	ortholog_one2one	43.2099	45.0644	100	56.53	NA	NA	1
ENSMUSG00000031292	ENSGALG00000016529	CDKL5	ENSGALP00000026624	1	120520180	120619365	ENSMUSP00000084342	Amniota	ortholog_one2one	78.2516	77.3446	75	99.72	NA	NA	1
ENSMUSG00000072479	ENSGALG00000012766		ENSGALP00000020802	1	55616634	55625686	ENSMUSP00000110164	Amniota	ortholog_one2many	26.2712	26.0504	50	NA	NA	NA	1
ENSMUSG00000074001	ENSGALG00000005292	KLHL40	ENSGALP00000008470	2	2030549	2039126	ENSMUSP00000095873	Amniota	ortholog_one2one	71.9807	72.2132	0	58.9	NA	NA	1
ENSMUSG00000031808	ENSGALG00000040553	SLC27A1	ENSGALP00000055827	AADN04000659.1	60341	70249	ENSMUSP00000034267	Amniota	ortholog_one2one	71.3622	71.3622	50	54.92	NA	NA	1
ENSMUSG00000030708	ENSGALG00000017317	DNAJB13	ENSGALP00000027933	1	195741786	195746074	ENSMUSP00000147019	Amniota	ortholog_one2one	69.3038	69.3038	100	100	NA	NA	1
ENSMUSG00000041642	ENSGALG00000034347	KIF21B	ENSGALP00000048669	26	280212	292746	ENSMUSP00000074661	Amniota	ortholog_one2one	34.1133	84.7095	25	97.22	NA	NA	1
ENSMUSG00000040363	ENSGALG00000043274		ENSGALP00000048415	1	112419085	112421481	ENSMUSP00000111175	Amniota	ortholog_one2many	8.69812	75.7426	100	50.06	NA	NA	0
ENSMUSG00000040363	ENSGALG00000016245		ENSGALP00000035864	1	112393549	112409925	ENSMUSP00000111175	Amniota	ortholog_one2many	54.3491	64.0751	75	48.91	NA	NA	1
ENSMUSG00000079243	ENSGALG00000006025	XIRP1	ENSGALP00000038126	2	4992188	5013715	ENSMUSP00000107262	Amniota	ortholog_one2one	42.1378	18.611	0	74.82	NA	NA	0
ENSMUSG00000001739	ENSGALG00000038964		ENSGALP00000051117	9	2659473	2676603	ENSMUSP00000106722	Sarcopterygii	ortholog_one2one	37.4449	37.7778	0	NA	NA	NA	0
ENSMUSG00000067995	ENSGALG00000016974	GTF2F2	ENSGALP00000027374	1	167654675	167744981	ENSMUSP00000086312	Amniota	ortholog_one2one	90.3614	85.8779	75	96.39	NA	NA	1
ENSMUSG00000026277	ENSGALG00000037739	STK25	ENSGALP00000057716	9	5064658	5080960	ENSMUSP00000027498	Amniota	ortholog_one2one	93.4272	86.1472	75	100	NA	NA	1
ENSMUSG00000039199	ENSGALG00000002091	ZDHHC1	ENSGALP00000003257	11	1263535	1277515	ENSMUSP00000148381	Amniota	ortholog_one2one	53.0992	50	50	100	NA	NA	1
ENSMUSG00000032512	ENSGALG00000006052	WDR48	ENSGALP00000030646	2	5312695	5336291	ENSMUSP00000042509	Amniota	ortholog_one2one	97.4852	97.1976	100	100	NA	NA	1
ENSMUSG00000046523	ENSGALG00000016975	KCTD4	ENSGALP00000027376	1	167683340	167684679	ENSMUSP00000061734	Amniota	ortholog_one2one	86.8726	87.5486	75	100	NA	NA	1
ENSMUSG00000034032	ENSGALG00000008624	RPAP1	ENSGALP00000014036	5	24855680	24884673	ENSMUSP00000106420	Sarcopterygii	ortholog_one2one	37.6153	51.0597	100	100	NA	NA	1
ENSMUSG00000026394	ENSGALG00000002207	ATP6V1G3	ENSGALP00000048343	8	2118622	2130456	ENSMUSP00000027643	Amniota	ortholog_one2one	66.9492	66.9492	100	96.81	NA	NA	1
ENSMUSG00000031959	ENSGALG00000002798	WDR59	ENSGALP00000004419	11	1960586	2009093	ENSMUSP00000034437	Amniota	ortholog_one2one	86.3041	88.0781	100	100	NA	NA	1
ENSMUSG00000073125	ENSGALG00000012766		ENSGALP00000020802	1	55616634	55625686	ENSMUSP00000099026	Amniota	ortholog_one2many	29.2035	27.7311	25	NA	NA	NA	0
ENSMUSG00000042541	ENSGALG00000009733	SEM1	ENSGALP00000015826	2	24349812	24356347	ENSMUSP00000040741	Amniota	ortholog_one2one	98.5714	98.5714	100	100	NA	NA	1
ENSMUSG00000023216	ENSGALG00000021230	EPB42	ENSGALP00000007657	20	6889947	6899216	ENSMUSP00000099548	Amniota	ortholog_one2one	42.9812	42.7338	25	38.8	NA	NA	0
ENSMUSG00000015619	ENSGALG00000029270	GATA3	ENSGALP00000058144	1	4402132	4591692	ENSMUSP00000100041	Amniota	ortholog_one2one	91.6479	91.4414	100	50.28	NA	NA	1
ENSMUSG00000030123	ENSGALG00000008473	PLXND1	ENSGALP00000013793	12	19563059	19628722	ENSMUSP00000015511	Amniota	ortholog_one2one	73.7662	73.6515	75	100	NA	NA	1
ENSMUSG00000033769	ENSGALG00000016098	EXOC6B	ENSGALP00000025892	4	90458524	90697579	ENSMUSP00000125312	Amniota	ortholog_one2one	91.9753	91.7488	100	96.36	NA	NA	1
ENSMUSG00000027809	ENSGALG00000009442	ETFDH	ENSGALP00000015356	4	22076849	22094248	ENSMUSP00000029386	Amniota	ortholog_one2one	64.9351	83.682	100	99.74	NA	NA	1
ENSMUSG00000028607	ENSGALG00000010681	CPT2	ENSGALP00000037404	8	24711436	24718455	ENSMUSP00000030345	Amniota	ortholog_one2one	72.9483	73.6196	100	69.95	NA	NA	1
ENSMUSG00000045319	ENSGALG00000006700	PROSER2	ENSGALP00000047491	1	6195950	6208354	ENSMUSP00000110592	Amniota	ortholog_one2one	39.7028	43.3875	100	50	NA	NA	1
ENSMUSG00000067771	ENSGALG00000009709	MUM1	ENSGALP00000015790	28	3184482	3191426	ENSMUSP00000085806	Amniota	ortholog_one2many	29.4964	26.8676	25	20.84	NA	NA	0
ENSMUSG00000036813	ENSGALG00000008936		ENSGALP00000014506	17	1417241	1421885	ENSMUSP00000110022	Amniota	ortholog_one2many	48.8934	48.6	0	53.74	NA	NA	1
ENSMUSG00000036813	ENSGALG00000008932	ENTPD8	ENSGALP00000014500	17	1407213	1416410	ENSMUSP00000110022	Amniota	ortholog_one2many	52.1127	52.5355	75	50	NA	NA	1
ENSMUSG00000028800	ENSGALG00000003297	HDAC1	ENSGALP00000005212	23	5137852	5152251	ENSMUSP00000099657	Amniota	ortholog_one2one	82.7801	82.6087	75	100	NA	NA	1
ENSMUSG00000020354	ENSGALG00000003886	SGCD	ENSGALP00000006172	13	11524677	11645193	ENSMUSP00000076459	Amniota	ortholog_one2one	84.7751	84.1924	50	52.47	NA	NA	1
ENSMUSG00000027073	ENSGALG00000043860	PGR2/3	ENSGALP00000063868	5	17023170	17024801	ENSMUSP00000028467	Amniota	ortholog_one2many	22.87	33.5526	25	NA	NA	NA	0
ENSMUSG00000021553	ENSGALG00000012593	SLC28A3	ENSGALP00000020536	Z	40166144	40179451	ENSMUSP00000022036	Amniota	ortholog_one2one	37.5533	68.3938	100	76.03	NA	NA	1
ENSMUSG00000031362	ENSGALG00000012766		ENSGALP00000020802	1	55616634	55625686	ENSMUSP00000070117	Amniota	ortholog_one2many	26.0465	23.5294	25	NA	NA	NA	0
ENSMUSG00000025521	ENSGALG00000009528	TMEM192	ENSGALP00000015495	4	23942386	23961257	ENSMUSP00000026595	Amniota	ortholog_one2one	63.1579	61.9926	50	50	NA	NA	1
ENSMUSG00000000392	ENSGALG00000011099	FAP	ENSGALP00000018061	7	21188928	21227006	ENSMUSP00000099793	Amniota	ortholog_one2one	72.0105	72.2003	100	100	NA	NA	1
ENSMUSG00000020788	ENSGALG00000001564	ATP2A3	ENSGALP00000002373	19	3247312	3281243	ENSMUSP00000021142	Amniota	ortholog_one2one	78.3237	78.023	100	94.05	NA	NA	1
ENSMUSG00000032666	ENSGALG00000020922	C1orf21	ENSGALP00000032935	8	7861351	7942970	ENSMUSP00000036406	Amniota	ortholog_one2one	91.7355	91.7355	100	95.89	NA	NA	1
ENSMUSG00000016624	ENSGALG00000014218	PHF21B	ENSGALP00000046400	1	69994919	70038449	ENSMUSP00000125355	Amniota	ortholog_one2one	70.2259	68.5371	75	99.51	NA	NA	1
ENSMUSG00000042942	ENSGALG00000014935	GREB1L	ENSGALP00000024043	2	102634399	102704531	ENSMUSP00000049003	Chordata	ortholog_one2one	82.4882	81.7617	100	100	NA	NA	1
ENSMUSG00000032259	ENSGALG00000007794	DRD2	ENSGALP00000012625	24	5726541	5731611	ENSMUSP00000075170	Amniota	ortholog_one2one	79.5045	80.778	50	100	NA	NA	1
ENSMUSG00000029378	ENSGALG00000010866	AREG	ENSGALP00000017644	4	45060436	45066903	ENSMUSP00000031325	Amniota	ortholog_one2one	37.9032	44.7619	50	95.97	NA	NA	1
ENSMUSG00000027811	ENSGALG00000009432	C4orf46	ENSGALP00000031646	4	22075388	22076726	ENSMUSP00000029388	Amniota	ortholog_one2one	46.8468	52.5253	100	55.9	NA	NA	1
ENSMUSG00000035606	ENSGALG00000044975	KY	ENSGALP00000064150	9	3683203	3694882	ENSMUSP00000036032	Amniota	ortholog_one2one	54.6142	52.7778	75	66.33	NA	NA	1
ENSMUSG00000032939	ENSGALG00000003010	NUP93	ENSGALP00000051586	11	2106867	2172556	ENSMUSP00000148700	Amniota	ortholog_one2one	92.0635	92.0635	75	71.82	NA	NA	1
ENSMUSG00000035356	ENSGALG00000015346	NFKBIZ	ENSGALP00000024720	1	85395266	85411616	ENSMUSP00000041173	Amniota	ortholog_one2one	56.5934	66.6667	100	95.22	NA	NA	1
ENSMUSG00000043089	ENSGALG00000019061	MMP1	ENSGALP00000027716	1	182507123	182513346	ENSMUSP00000034492	Amniota	ortholog_one2many	51.8359	51.5021	25	100	NA	NA	1
ENSMUSG00000031826	ENSGALG00000005674	USP10	ENSGALP00000009085	11	17087776	17132713	ENSMUSP00000123590	Amniota	ortholog_one2one	73.5183	74.2675	100	99.61	NA	NA	1
ENSMUSG00000031293	ENSGALG00000016523	RS1	ENSGALP00000026614	1	120497468	120509403	ENSMUSP00000033650	Amniota	ortholog_one2one	78.5714	78.5714	100	95.83	NA	NA	1
ENSMUSG00000059182	ENSGALG00000030081	SKAP2	ENSGALP00000053104	2	32451258	32559978	ENSMUSP00000145462	Amniota	ortholog_one2one	66.7598	71.131	100	71.63	NA	NA	1
ENSMUSG00000049904	ENSGALG00000026491	TMEM17	ENSGALP00000043448	3	9118692	9123791	ENSMUSP00000051414	Amniota	ortholog_one2one	63.1313	60.0962	100	50	NA	NA	1
ENSMUSG00000016942	ENSGALG00000012483	TMPRSS6	ENSGALP00000020367	1	51508827	51526284	ENSMUSP00000017086	Amniota	ortholog_one2one	63.3785	65.3113	100	50	NA	NA	1
ENSMUSG00000036805	ENSGALG00000008952	NOXA1	ENSGALP00000014542	17	1392828	1406063	ENSMUSP00000037423	Amniota	ortholog_one2one	34.9099	30.4519	75	68.02	NA	NA	1
ENSMUSG00000040985	ENSGALG00000013105		ENSGALP00000036843	2	79814446	79827951	ENSMUSP00000045199	Amniota	ortholog_one2one	29.0625	36.3281	0	0.25	NA	NA	0
ENSMUSG00000005677	ENSGALG00000042095	NR1I3	ENSGALP00000058227	KQ759474.1	15342	20169	ENSMUSP00000005820	Tetrapoda	ortholog_one2one	48.6034	44.5013	50	86.26	NA	NA	1
ENSMUSG00000054277	ENSGALG00000014140	ARFGAP3	ENSGALP00000057187	1	68427144	68530323	ENSMUSP00000064893	Amniota	ortholog_one2one	70.6107	71.4286	100	100	NA	NA	1
ENSMUSG00000039063	ENSGALG00000006690	ECHDC3	ENSGALP00000060361	1	6163731	6168880	ENSMUSP00000037371	Amniota	ortholog_one2one	62.6667	64.8276	100	50	NA	NA	1
ENSMUSG00000005621	ENSGALG00000031589	ZNF592	ENSGALP00000044637	10	893452	925132	ENSMUSP00000102976	Amniota	ortholog_one2one	60.7765	58.9094	0	89.08	NA	NA	1
ENSMUSG00000046093	ENSGALG00000003829	HPCAL4	ENSGALP00000006059	23	5519713	5522206	ENSMUSP00000051487	Amniota	ortholog_one2one	91.623	91.623	50	67.4	NA	NA	1
ENSMUSG00000003680	ENSGALG00000043370		ENSGALP00000049466	AADN04000732.1	20559	22181	ENSMUSP00000135193	Amniota	ortholog_one2many	22.7929	78.8889	25	49.11	NA	NA	0
ENSMUSG00000003680	ENSGALG00000044334		ENSGALP00000059046	AADN04017133.1	1169	3011	ENSMUSP00000135193	Amniota	ortholog_one2many	21.6693	77.1429	0	NA	NA	NA	0
ENSMUSG00000026589	ENSGALG00000004424	SEC16B	ENSGALP00000054368	8	6631529	6642933	ENSMUSP00000083300	Amniota	ortholog_one2one	40.1522	41.1707	100	90.33	NA	NA	1
ENSMUSG00000001143	ENSGALG00000041177	LMAN2L	ENSGALP00000052392	KQ759471.1	14395	23946	ENSMUSP00000110663	Amniota	ortholog_one2one	72.3464	66.7526	50	81.01	NA	NA	1
ENSMUSG00000006740	ENSGALG00000007215	KIF5B	ENSGALP00000011666	2	14204995	14236088	ENSMUSP00000025083	Amniota	ortholog_one2one	95.6386	95.3416	75	100	NA	NA	1
ENSMUSG00000040174	ENSGALG00000041309	ALKBH3	ENSGALP00000047082	5	21648706	21664803	ENSMUSP00000038721	Amniota	ortholog_one2many	59.4406	64.3939	100	100	NA	NA	1
ENSMUSG00000019899	ENSGALG00000042388	LAMA2	ENSGALP00000054625	3	58293669	58629545	ENSMUSP00000090304	Amniota	ortholog_one2one	71.5844	70.4768	100	50.87	NA	NA	1
ENSMUSG00000031891	ENSGALG00000028326	HSD11B2	ENSGALP00000042090	11	1422805	1431559	ENSMUSP00000034363	Amniota	ortholog_one2one	56.4767	56.4767	50	88.45	NA	NA	1
ENSMUSG00000049511	ENSGALG00000015895	HTR1B	ENSGALP00000025570	3	80361173	80362338	ENSMUSP00000139389	Amniota	ortholog_one2one	81.6062	83.1135	100	100	NA	NA	1
ENSMUSG00000028878	ENSGALG00000040986	FAM76A	ENSGALP00000045667	23	2080044	2095475	ENSMUSP00000030696	Amniota	ortholog_one2one	93.1596	93.1596	50	100	NA	NA	1
ENSMUSG00000029469	ENSGALG00000003854	IFT81	ENSGALP00000006116	15	5415128	5453796	ENSMUSP00000031426	Amniota	ortholog_one2one	78.9941	78.9941	100	100	NA	NA	1
ENSMUSG00000039710	ENSGALG00000041612		ENSGALP00000056984	2	123199817	123205445	ENSMUSP00000038574	Amniota	ortholog_one2one	41.5054	39.5492	0	56.37	NA	NA	1
ENSMUSG00000002799	ENSGALG00000011696	JAG2	ENSGALP00000021520	5	52195852	52255454	ENSMUSP00000075224	Vertebrata	ortholog_one2one	67.6824	64.9231	100	100	NA	NA	1
ENSMUSG00000028041	ENSGALG00000039566		ENSGALP00000047497	AADN04018560.1	414	3035	ENSMUSP00000029676	Amniota	ortholog_one2one	8.21759	31.2775	0	NA	NA	NA	0
ENSMUSG00000008429	ENSGALG00000040364	HERPUD2	ENSGALP00000053909	2	47182047	47201049	ENSMUSP00000008573	Amniota	ortholog_one2one	73.0198	72.6601	100	100	NA	NA	1
ENSMUSG00000046101	ENSGALG00000031863	MCMDC2	ENSGALP00000046539	2	115673237	115681928	ENSMUSP00000128620	Amniota	ortholog_one2one	63.1424	63.0499	100	100	NA	NA	1
ENSMUSG00000013160	ENSGALG00000002237	ATP6V0D1	ENSGALP00000003494	11	1432057	1456454	ENSMUSP00000013304	Amniota	ortholog_one2one	96.8661	96.8661	50	100	NA	NA	1
ENSMUSG00000032257	ENSGALG00000007815	ANKK1	ENSGALP00000012668	24	5747940	5753666	ENSMUSP00000034792	Amniota	ortholog_one2one	60.2685	54.2271	75	100	NA	NA	1
ENSMUSG00000054520	ENSGALG00000015665	SH3BP2	ENSGALP00000025216	4	82934905	82970439	ENSMUSP00000112554	Amniota	ortholog_one2one	54.4715	62.1521	100	63.35	NA	NA	1
ENSMUSG00000026393	ENSGALG00000002216	NEK7	ENSGALP00000039459	8	2184581	2239224	ENSMUSP00000140903	Amniota	ortholog_one2one	95.3642	95.3642	100	100	NA	NA	1
ENSMUSG00000028438	ENSGALG00000005806	KIF24	ENSGALP00000009309	Z	7583409	7608241	ENSMUSP00000103690	Amniota	ortholog_one2one	47.4926	46.3643	100	100	NA	NA	1
ENSMUSG00000025216	ENSGALG00000034189		ENSGALP00000054542	6	23016658	23017651	ENSMUSP00000096997	Amniota	ortholog_one2many	76.5957	87.8049	100	NA	NA	NA	1
ENSMUSG00000025216	ENSGALG00000035544	LBX1	ENSGALP00000046283	AADN04011967.1	5736	6728	ENSMUSP00000096997	Amniota	ortholog_one2many	76.2411	87.0445	0	100	NA	NA	1
ENSMUSG00000029754	ENSGALG00000023195	DLX6	ENSGALP00000037212	2	24471347	24474898	ENSMUSP00000124204	Amniota	ortholog_one2one	79.1246	88.015	100	96.56	NA	NA	1
ENSMUSG00000050875	ENSGALG00000027692	KIAA1024L	ENSGALP00000041862	Z	45311635	45319590	ENSMUSP00000125952	Amniota	ortholog_one2one	50.7772	50	75	63.02	NA	NA	1
ENSMUSG00000005674	ENSGALG00000038400	TOMM40L	ENSGALP00000055223	KQ759474.1	20143	23229	ENSMUSP00000005817	Amniota	ortholog_one2one	70.1299	81.8182	50	98.51	NA	NA	1
ENSMUSG00000024613	ENSGALG00000005535	TCOF1	ENSGALP00000008866	13	13151075	13168747	ENSMUSP00000135639	Amniota	ortholog_one2one	18.8791	26.2834	100	66.81	NA	NA	0
ENSMUSG00000032523	ENSGALG00000005297	HHATL	ENSGALP00000008480	2	2044118	2056265	ENSMUSP00000035110	Amniota	ortholog_one2one	66.2028	66.2028	100	100	NA	NA	1
ENSMUSG00000032625	ENSGALG00000010718	THSD7A	ENSGALP00000017421	2	26317033	26546888	ENSMUSP00000113681	Amniota	ortholog_one2one	80.4982	80.3517	75	100	NA	NA	1
ENSMUSG00000028573	ENSGALG00000010879	FGGY	ENSGALP00000047127	8	26429535	26708604	ENSMUSP00000078216	Amniota	ortholog_one2one	76.6304	76.7695	75	91.06	NA	NA	1
ENSMUSG00000031819	ENSGALG00000039035		ENSGALP00000057382	AADN04016587.1	99	4751	ENSMUSP00000034277	Amniota	ortholog_one2many	41.0628	70.2479	0	NA	NA	NA	0
ENSMUSG00000031819	ENSGALG00000005744		ENSGALP00000009212	11	17845675	17853180	ENSMUSP00000034277	Amniota	ortholog_one2many	81.6425	83.2512	100	100	NA	NA	1
ENSMUSG00000036760	ENSGALG00000037285	KCNK9	ENSGALP00000050762	2	145106627	145199529	ENSMUSP00000038729	Euteleostomi	ortholog_one2one	66.9154	71.9251	100	100	NA	NA	1
ENSMUSG00000035095	ENSGALG00000016653	FAM167A	ENSGALP00000026830	3	107669283	107669540	ENSMUSP00000113962	Amniota	ortholog_one2one	34.8837	88.2353	100	100	NA	NA	1
ENSMUSG00000027208	ENSGALG00000028158	FGF7	ENSGALP00000042868	10	10538345	10565443	ENSMUSP00000069681	Amniota	ortholog_one2one	79.8969	79.8969	75	100	NA	NA	1
ENSMUSG00000051314	ENSGALG00000034266	GR42L6	ENSGALP00000050437	AADN04006902.1	5889	7178	ENSMUSP00000052600	Amniota	ortholog_one2many	37.5758	28.9044	0	NA	NA	NA	0
ENSMUSG00000051314	ENSGALG00000036607	FFAR2L7	ENSGALP00000056233	AADN04000861.1	33062	34378	ENSMUSP00000052600	Amniota	ortholog_one2many	39.0909	29.4521	0	NA	NA	NA	0
ENSMUSG00000051314	ENSGALG00000043012		ENSGALP00000051353	AADN04001257.1	25456	26740	ENSMUSP00000052600	Amniota	ortholog_one2many	38.7879	34.5013	0	NA	NA	NA	0
ENSMUSG00000051314	ENSGALG00000042654		ENSGALP00000049068	AADN04011365.1	2394	3500	ENSMUSP00000052600	Amniota	ortholog_one2many	32.4242	36.3946	0	NA	NA	NA	0
ENSMUSG00000051314	ENSGALG00000037513		ENSGALP00000058319	AADN04004790.1	9178	10281	ENSMUSP00000052600	Amniota	ortholog_one2many	38.4848	34.6049	0	NA	NA	NA	0
ENSMUSG00000051314	ENSGALG00000030697		ENSGALP00000044073	AADN04002943.1	3481	4584	ENSMUSP00000052600	Amniota	ortholog_one2many	38.4848	34.6049	0	NA	NA	NA	0
